레시피_아이디,재료_아이디,재료_이름,레시피_재료_순번,내용
6901012,383,간장,6,1/2T
6901012,233,간마늘,7,1/2T
6901012,345,물엿,8,2.5T
6901012,226,설탕,9,1T
6901012,1005,물,10,1T
6901022,589,알배기배추,1,10잎 정도
6901022,224,고춧가루,2,3스푼
6901022,288,까나리 액젓,3,3스푼
6901022,233,다진 마늘,4,1스푼
6901022,580,올리고 당,5,2스푼
6901022,231,식초,6,1스푼
6901022,666,참기름,7,2스푼
6901022,547,통깨,8,1스푼
6901029,4,감자,1,3개
6901029,2,양파,2,1개
6901029,296,청양고추,3,1개
6901029,89,다시마,4,2장(육수용)
6901029,477,고추장,5,1숟가락
6901029,224,고춧가루,6,1숟가락 반
6901029,226,설탕,7,1숟가락 반
6901029,755,진간장,8,4숟가락
6901029,580,올리고당,9,1숟가락
6901029,666,참기름,10,1숟가락
6901029,233,간 마늘,11,1숟가락
6901029,225,후춧가루,12,약간
6901029,547,통깨,13,약간
6901029,1005,물,14,6숟가락
6901041,19,미나리,1,1단
6901041,26,대파 흰부분,2,조금
6901041,857,된장,3,1스푼
6901041,233,다진마늘,4,1/2스푼
6901041,547,통깨,5,1/2스푼
6901041,331,들기름,6,1스푼
6901041,283,굵은소금,7,1/2스푼
6901043,859,등갈비,1,700g
6901043,585,소주,2,1/2컵
6901043,481,굴소스,3,2/3큰술
6901043,383,간장,4,3큰술
6901043,233,다진마늘,5,2큰술
6901043,293,맛술,6,4큰술
6901043,345,물엿,7,4큰술
6901043,1005,물,8,2컵
6901103,2,양파 작은것,1,1개
6901103,29,부추,2,약간
6901103,469,겨자,3,1/2T
6901103,383,간장,4,1T
6901103,226,설탕,5,1T
6901103,231,식초,6,2T
6901103,1005,물,7,2T
6901111,2,양파,1,1개
6901111,907,무염버터,2,1큰술
6901111,499,소고기 카레용,3,200g
6901111,8,당근,4,50g
6901111,4,감자 작은것,5,2개
6901111,1005,물,6,700ml
6901125,499,소고기 (한우),1,150g
6901125,2,양파,2,1개
6901125,219,계란,3,2개
6901125,766,쪽파,4,적당량
6901125,383,간장,5,2T
6901125,293,맛술,6,2T
6901125,482,흑설탕,7,1T
6901125,624,정종,8,2T
6901125,481,굴소스,9,1T
6901125,233,다진마늘,10,적당량
6901168,119,돼지갈비,1,900g
6901168,402,잘익은 배추김치,2,1/4포기
6901168,2,양파,3,1/2개
6901168,26,대파,4,1개
6901168,962,김칫국물,5,1/2컵
6901168,344,멸치다시마육수,6,8+1/2컵
6901168,224,고춧가루,7,2T
6901168,353,국간장,8,2T
6901168,233,다진마늘,9,1+1/2T
6901168,293,맛술,10,2T
6901168,666,참기름,11,1T
6901168,226,설탕,12,1/3T
6901168,225,후춧가루,13,소량
6901221,883,100% 통밀가루,1,500g
6901221,572,인스턴트 드라이이스트,2,5g
6901221,501,소금,3,7g
6901221,218,우유,4,150g
6901221,1005,물,5,200g
6901221,207,크림치즈,6,넣고싶은만큼
6901221,849,견과류,7,적당량
6901231,332,단호박,1,1개
6901231,2,양파,2,1개
6901231,218,우유,3,적당히
6901231,579,올리브유,4,적당히
6901248,932,묵은지,1,2/3대접
6901248,327,두부,2,150g
6901248,219,계란,3,2개
6901248,296,청양고추,4,2개
6901248,766,쪽파,5,2대
6901248,508,식용유,6,
6901248,391,부침가루,7,8~9스푼
6901248,1005,물,8,5~6스푼
6901275,491,돼지고기 앞다리살 혹은 뒷다리살,1,600g
6901275,2,양파,2,1개
6901275,26,대파 흰 부분,3,2대
6901275,296,청양고추,4,1개
6901275,461,다진생강,5,1작은술
6901275,477,고추장,6,2큰술
6901275,224,고춧가루,7,4큰술
6901275,383,간장,8,2큰술
6901275,226,설탕,9,2큰술
6901275,852,매실액,10,2큰술
6901275,225,후춧가루,11,1/2작은술
6901283,329,호박,1,1개
6901283,2,양파,2,1/2개
6901283,26,대파,3,1뿌리
6901283,296,청양고추,4,1개
6901283,394,새우젓,5,1스푼
6901283,331,들기름,6,2스푼
6901283,233,다진마늘,7,1스푼
6901283,1005,물,8,1/2컵
6901283,547,통깨,9,약간
6901295,507,식빵,1,4장
6901295,219,달걀,2,2개
6901295,716,슬라이스햄,3,2장
6901295,213,슬라이스치즈,4,1장
6901295,228,마요네즈,5,적당량
6901295,203,연유,6,2숟가락
6901295,197,버터,7,3숟가락
6901295,501,소금,8,약간
6901295,508,식용유,9,약간
6901296,1,시금치,1,400g
6901296,857,된장(재래된장/시판된장),2,4T
6901296,26,대파,3,1/2개
6901296,233,다진마늘,4,1T
6901296,259,마른새우,5,1줌
6901296,224,고춧가루,6,2T
6901296,344,멸치다시마육수,7,1600ml
6901296,353,국간장,8,적당량
6901297,499,업진살 소고기,1,900g
6901297,51,숙주,2,1봉지
6901297,12,청경채,3,1봉지
6901297,31,배추,4,1봉지
6901332,340,통삼겹살,1,3근
6901332,614,월계수잎,3,5~6장
6901332,866,통후추,4,조금
6901332,501,소금,5,1스푼
6901332,226,설탕,6,1+1/2스푼
6901332,969,생강술(소주.미림),7,1국자
6901345,20,작은 양배추,1,1/2개(절단 양배추)
6901345,5,파프리카,2,1개
6901345,504,옥수수콘,3,1/2캔(170g)
6901345,2,양파,4,1/2개
6901345,228,마요네즈,5,6~8큰 술
6901345,226,설탕,6,2~3큰 술
6901345,231,식초,7,3큰 술
6901345,501,소금,8,0.5작은 술
6901345,250,레몬즙,9,2큰 술(선택)
6901345,225,후춧가루,10,약간
6901348,94,3등분한 김,1,1장
6901348,643,스팸,2,1개
6901348,424,밥,3,1공기
6901348,7,오이,4,1/2개
6901348,219,달걀,5,2개
6901348,501,소금,6,약간
6901348,666,참기름,7,1/2숟가락
6901348,547,통깨,8,1/2숟가락
6901379,284,마카로니,1,500그램
6901379,7,오이,2,2개
6901379,437,소세지,3,5개
6901379,290,맛살,4,8가락
6901379,464,건포도,5,100ml
6901379,8,당근,6,1/2개
6901379,501,소금,7,2숟가락
6901379,226,설탕,8,3~4숟가락
6901379,228,마요네즈,9,300ml
6901482,117,돼지목살,1,300g
6901482,2,양파,2,1/2개
6901482,5,빨간파프리카,3,1/2개
6901482,5,노란파프리카,4,1/2개
6901482,21,청피망,5,1/2개
6901482,53,양송이버섯,6,5개
6901482,501,소금,7,약간
6901482,225,후춧가루,8,약간
6901482,579,올리브유,9,1숟가락
6901482,293,맛술,10,2숟가락
6901482,233,다진마늘,11,1숟가락
6901482,2,다진양파,12,1숟가락
6901482,732,토마토케찹,13,1+1/2종이컵
6901482,477,고추장,14,2숟가락
6901482,345,물엿,15,2숟가락
6901482,1005,물,16,1+1/2종이컵
6901482,225,후추,17,약간
6901482,579,올리브유,18,1숟가락
6901482,501,소금,19,약간
6901482,225,후추,20,약간
6901493,64,오징어,1,1마리
6901493,18,무,2,5cm 한토막
6901493,26,대파,3,1뿌리
6901493,33,홍고추,4,1개
6901493,948,액젓,5,2큰술
6901493,353,국간장,6,3큰술
6901493,233,다진 마늘,7,1큰술
6901493,1005,물,8,7컵 (1.1L)
6901493,331,들기름,9,3큰술
6901508,25,우엉,1,2개
6901508,331,들기름,2,1/4컵
6901508,1005,물,3,2컵
6901508,383,간장,4,1/4컵
6901508,580,올리고당,5,4숟가락
6901508,482,흑설탕,6,4숟가락
6901510,445,짜파게티,1,1봉
6901510,477,고추장,2,1/2T
6901523,576,진미채,1,180g
6901523,477,고추장,2,3T
6901523,224,고춧가루,3,2T
6901523,226,설탕,4,1T
6901523,383,간장,5,1T
6901523,580,올리고당,6,3T
6901523,347,미림,7,4T
6901523,508,식용유,8,2T
6901523,666,참기름,9,1T
6901523,291,깨,10,약간
6901530,327,두부,1,1모
6901530,755,진간장,2,4스푼
6901530,224,고춧가루,3,1스푼
6901530,233,다진마늘,4,1스푼
6901530,852,매실액,5,1스푼
6901530,580,올리고당,6,1.5스푼
6901530,666,참기름,7,1스푼
6901530,1005,물,8,1/2컵
6901583,859,등갈비,1,1kg
6901583,211,모짜렐라치즈,2,
6901583,296,청양고추,3,
6901583,477,고추장,4,3큰술
6901583,224,고춧가루,5,4큰술
6901583,755,진간장,6,5큰술
6901583,233,다진 마늘,7,2큰술
6901583,226,설탕,8,1큰술
6901583,580,올리고당,9,1큰술
6901583,481,굴 소스,10,1큰술
6901583,852,매실액,11,1큰술
6901583,293,맛술,12,3큰술
6901583,2,간양파,13,1/2개
6901583,666,참기름,14,1큰술
6901583,225,후춧가루,15,약간
6901617,58,손질 고등어,1,1마리
6901617,18,무,2,1공기
6901617,2,양파,3,1/2개
6901617,26,파,4,1주먹
6901617,296,청양고추,5,2개
6901617,969,생강술,6,2스푼
6901617,323,멸치 다시 육수,7,1.5컵
6901617,383,간장,8,6스푼
6901617,224,고춧가루,9,2스푼
6901617,226,설탕,10,1스푼
6901617,857,된장,11,1/3스푼
6901617,233,다진 마늘,12,2스푼
6901620,491,돼지고기 (앞다리살),1,130g
6901620,64,오징어,2,1마리
6901620,31,배추,3,100g
6901620,41,양상추 푸른잎,4,50g
6901620,83,바지락,5,200g
6901620,78,새우,6,6마리
6901620,55,느타리버섯,7,65g
6901620,26,대파,8,1대
6901620,2,양파,9,1/2개
6901620,6,애호박,10,1/4개
6901620,296,청양고추,11,1개
6901620,508,식용유,12,3T
6901620,233,다진 마늘,13,1T
6901620,462,생강즙,14,1/2t
6901620,1005,물,15,700ml
6901620,424,칼국수 면 or 밥,16,원하는만큼
6901620,224,고춧가루,17,1T
6901620,383,간장,18,1T
6901620,481,굴소스,19,1/2t
6901620,501,소금,20,1t
6901620,471,치킨 스톡(액체),21,1/2t
6901620,225,후추,22,1/4t
6901620,501,소금,23,1꼬집
6901656,3,고구마,1,2개
6901656,2,양파,2,1개
6901656,157,사과,3,1/2개
6901656,302,닭가슴살,4,150g
6901656,8,당근,5,1/3개
6901656,6,애호박,6,1/4개
6901656,474,카레가루,7,1봉지(100g)
6901656,1005,물,8,3+1/2종이컵
6901656,293,맛술,9,1숟가락
6901660,344,멸치육수,1,3컵
6901660,677,청국장,2,100g
6901660,932,묵은지,3,1/8포기
6901660,327,두부,4,1/2모
6901660,33,홍고추,5,1개
6901660,33,청고추,6,1개
6901660,26,대파,7,1줄기
6901660,340,구이용 삼겹살,8,1줄
6901660,508,식용유,9,1큰술
6901660,224,고춧가루,10,약간
6901660,383,집간장,11,약간
6901660,857,된장,12,약간
6901660,233,다진마늘,13,1큰술
6901660,962,김칫국물,14,100ml
6901660,2,양파,15,1/4개
6901667,46,콩나물,1,5줌정도(400g)
6901667,26,대파,2,1개정도
6901667,296,청양고추,3,2~3개정도
6901667,394,새우젓,4,
6901667,353,국간장,5,1T
6901667,501,소금,6,1/2T
6901667,424,밥,7,
6901667,1005,물,8,13컵
6901667,344,국물용멸치,9,1줌
6901667,89,다시마,10,3조각
6901667,344,멸치다시마육수,11,1T
6901667,224,고추가루,12,3T
6901667,233,다진마늘,13,1T
6901667,353,국간장,14,1T
6901667,225,후춧가루,15,소량
6901671,729,코다리,1,3마리
6901671,46,찜용 콩나물,2,2줌
6901671,988,사골육수(또는 소꼬리육수),3,1컵
6901671,387,녹말가루,4,1작은술
6901671,1005,물,5,1큰술
6901671,26,대파,6,1대
6901671,233,다진마늘,7,1큰술
6901671,293,맛술,8,1큰술
6901671,383,간장,9,2큰술
6901671,224,고추가루,10,4큰술
6901671,671,참치액,11,1작은술
6901671,501,가는소금,12,1/2작은술
6901671,666,참기름,13,2큰술
6901671,354,깨소금,14,1큰술
6901726,8,당근,1,1개
6901726,501,소금,2,1작은술
6901726,231,식초,3,1큰술
6901726,226,설탕,4,1큰술
6901739,982,황태채,1,1컵
6901739,219,달걀,2,2개
6901739,666,참기름,3,2큰술
6901739,353,국간장,4,2~3큰술
6901739,501,소금,5,톡톡
6901739,233,다진마늘,6,1/2큰술
6901739,26,대파,7,송송
6901739,225,후추,8,톡톡
6901765,784,황태포,1,150그람
6901765,219,달걀,2,3개
6901765,666,참기름,3,1큰술
6901765,501,소금,4,3/4큰술
6901765,766,쪽파,5,2대
6901765,1005,물,6,3컵
6901766,858,떡국떡,1,500g
6901766,983,냉동만두 작은것,2,1봉지
6901766,988,사골곰탕,3,2봉지
6901766,26,대파,4,1개
6901766,219,달걀,5,2개
6901766,233,다진마늘,6,1/2스푼
6901766,501,소금,7,1/2스푼
6901766,225,후추가루,8,조금
6901810,729,코다리,1,4마리
6901810,18,무,2,250g
6901810,26,대파,3,2대
6901810,2,양파,4,2개
6901810,262,건고추,5,5개
6901810,224,고춧가루,6,7큰술
6901810,755,진간장,7,3/4컵
6901810,580,올리고당,8,1/3컵
6901810,347,미림,9,1/3컵
6901810,28,마늘,10,50g
6901810,27,생강,11,1큰술
6901810,225,후추,12,넉넉하게
6901810,1005,물,13,1컵
6901814,18,무우,1,1개
6901814,26,대파,2,1뿌리
6901814,501,소금,3,1T
6901814,224,고추가루,4,3큰술
6901814,226,설탕,5,1큰술
6901814,231,식초,6,1큰술
6901814,666,참기름,7,1큰술
6901814,233,다진마늘,8,1큰술
6901814,547,통깨,9,1큰술
6901822,643,스팸,1,1/2작은캔
6901822,12,청경채,2,2줄기
6901822,21,피망,3,1개
6901822,2,양파,4,1개
6901822,28,마늘,5,1개
6901822,197,버터,6,조금
6901822,929,파스타면,7,2인분
6901822,732,케찹,8,4비율
6901822,228,마요네즈,9,2비율
6901822,481,굴소스,10,1비율
6901822,471,치킨스톡 뜨거운물에 푼 것,11,1스푼
6901822,231,식초,12,1큰술
6901865,424,밥,1,200g
6901865,219,계란,2,2개
6901865,567,참치캔,3,1/2캔
6901865,477,고추장,4,1+1/2큰술
6901865,501,소금,5,약간
6901865,354,깨소금,6,약간
6901865,225,후추,7,약간
6901865,508,식용유,8,약간
6901870,125,닭,1,1마리(1kg)
6901870,28,마늘,2,12개
6901870,2,양파,3,1개
6901870,26,대파,4,1/2개
6901870,866,통후추,5,8알(없으면 생략가능)
6901870,26,대파 총총썰은거,6,1개
6901870,224,고추가루,7,3T
6901870,1010,닭육수,8,4T
6901870,233,다진마늘,9,1T
6901870,353,국간장,10,1T
6901870,225,후춧가루,11,소량
6901904,504,캔옥수수,1,1캔
6901904,197,버터,2,1T(크게)
6901904,226,설탕,3,1/2T
6901904,228,마요네즈,4,취향것
6901904,215,피자치즈,5,취향것
6901904,710,파슬리가루,6,톡톡
6901907,63,낙지,1,4마리
6901907,2,양파,2,1/4개
6901907,766,쪽파,3,10대
6901907,508,식용유,4,약간
6901907,283,굵은소금,5,약간
6901907,477,고추장,6,2큰술
6901907,224,고추가루,7,3큰술
6901907,383,간장,8,1큰술
6901907,226,설탕,9,1큰술
6901907,233,다진마늘,10,1큰술
6901907,293,맛술,11,1큰술
6901907,969,생강술,12,1작은술
6901907,225,후추,13,약간
6901907,666,참기름,14,1큰술
6901922,491,돼지고기(앞다리살),1,2팩(900g)
6901922,2,양파,2,2개
6901922,8,당근,3,1/2개
6901922,26,대파,4,3대
6901922,296,청양고추,5,3개
6901922,33,붉은고추,6,3개
6901922,501,소금,7,약간
6901922,225,후추,8,약간
6901922,855,청주,9,약간
6901922,383,간장,10,3T
6901922,477,고추장,11,3T
6901922,224,고춧가루,12,3T
6901922,852,매실액,13,3T
6901922,233,다진마늘,14,2T
6901938,579,올리브유,1,약간
6901938,929,파스타면,2,1인분
6901938,410,베이컨 작은 거,3,4장
6901938,202,체다치즈,4,2장
6901938,501,소금,5,약간
6901938,225,후추,6,약간
6901938,218,흰우유,7,180ml
6901938,53,양송이버섯,8,2개
6901938,233,다진 마늘,9,1스푼
6901938,197,버터,10,1숟갈
6901938,2,채 썬 양파,11,적당량
6901939,12,청경채,1,7개
6901939,857,된장,2,1/2숟갈
6901939,666,참기름,3,1/2숟갈
6901939,233,다진마늘,4,1/2숟갈
6901939,291,깨,5,1/2숟갈
6901939,501,소금,6,2꼬집
6901941,552,오뎅(동그란것),1,1봉지
6901941,789,프랑크소시지,2,7~8개
6901941,221,메추리알 까놓은건 작은것,3,1봉지
6901941,296,청양고추,4,2개
6901941,383,간장,5,6스푼
6901941,293,맛술,6,2스푼
6901941,345,물엿,7,2스푼
6901941,226,설탕,8,1스푼반
6901941,481,굴소스,9,1스푼
6901941,547,통깨,10,1스푼
6901941,666,참기름,11,1스푼
6901941,293,맛술,12,2스푼
6901959,302,생 닭가슴살,1,2덩어리
6901959,294,꽈리고추,2,1줌
6901959,26,대파,3,2쪽
6901959,27,생강,4,1톨
6901959,866,통후추,5,15알
6901959,28,마늘,6,3알
6901959,383,간장,7,5큰술
6901959,580,올리고당,8,2큰술
6901959,855,청주,9,2큰술
6901959,666,참기름,10,1큰술
6901959,1026,육수,11,2컵
6901994,2,양파,1,1/2개
6901994,26,대파,2,1뿌리
6901994,33,홍고추,3,1개
6901994,932,묵은지,4,3~4장
6901994,327,두부,5,1/2모
6901994,508,식용유,6,1Ts
6901994,224,고춧가루,7,1Ts
6901994,226,설탕,8,1ts
6901994,885,쌀뜨물,9,500ml
6901994,233,다진 마늘,10,1Ts
6901994,677,청국장,11,300g
6902005,499,쇠고기 국거리 절단용,1,120g
6902005,18,무,2,100g
6902005,1005,물,3,750mL
6902005,233,간 마늘,4,0.5T
6902005,501,소금,5,0.5T
6902005,666,참기름,6,2T
6902022,2,양파(소),1,1/2개
6902022,12,청경채(소),2,2포기
6902022,53,양송이버섯,3,8개
6902022,29,부추 썰어서,4,2줌
6902022,233,간마늘,5,1T
6902022,296,매운고추(선택재료),6,1개
6902022,383,간장,7,1T
6902022,481,굴소스,8,1T
6902022,501,소금(선택),9,
6902022,225,후추(선택),10,
6902022,666,참기름,11,1T
6902022,1005,물,12,1컵
6902022,387,전분가루,13,1T
6902030,939,돼지등뼈,1,3키로
6902030,4,감자 큰것,2,2개
6902030,2,양파,3,1개
6902030,26,대파,4,2개
6902030,296,청양고추,5,4~5개
6902030,614,월계수잎,6,4~5장
6902030,14,깻잎,7,20장
6902030,31,배추 우거지(시래기),8,적당량
6902030,27,생강,9,2개
6902030,857,된장,10,3스푼
6902030,224,고추가루,11,5스푼
6902030,341,들깨가루 (껍질벗긴것),12,7스푼
6902030,233,다진마늘,13,5스푼
6902030,459,생강가루,14,1/2스푼
6902030,225,후추,15,1작은스푼
6902030,501,소금,16,3스푼
6902033,507,식빵,1,2장
6902033,219,계란,3,1개
6902033,218,우유,4,3T
6902033,501,소금,5,1꼬집
6902033,226,설탕,6,2꼬집
6902033,710,파슬리가루,7,약간
6902060,51,숙주,1,1봉지(약 270g)
6902060,501,소금,2,1작은술 ~ 취향껏
6902060,233,다진 마늘,3,1작은술
6902060,666,참기름,4,1큰술
6902060,354,깨소금,5,1큰술
6902060,26,다진 대파,6,2큰술
6902063,4,감자 (小),1,3개
6902063,8,당근,2,1/4개
6902063,2,양파,3,1/2개
6902063,26,대파,4,1/2대
6902063,501,소금 (감자 데칠 때),5,1/2큰술
6902063,508,식용유,6,2큰술
6902063,501,소금,7,적당량
6902063,225,후춧가루,8,약간
6902063,547,통깨,9,적당량
6902063,331,들기름 또는 참기름,10,1큰술
6902078,983,냉동만두,1,12개
6902078,26,대파,2,1/2대
6902078,233,다진 마늘,3,1스푼
6902078,33,홍고추,4,1/2스푼
6902078,383,간장,5,2스푼
6902078,231,식초,6,1스푼
6902078,580,올리고 당,7,1스푼
6902078,226,설탕,8,1스푼
6902078,293,맛술,9,1스푼
6902078,225,후춧가루,10,적당량
6902079,50,토마토,1,3개
6902079,499,소고기(불고기감),2,300g
6902079,2,양파,3,3개
6902079,294,꽈리고추,4,20개
6902079,383,간장,5,5T
6902079,579,올리브유,6,5T
6902079,231,식초,7,5T
6902079,226,설탕,8,2T
6902079,547,통깨,9,2T
6902104,126,오리,1,1마리 주물럭으로 썰어서 준비(850g
6902104,2,양파,2,1개(大)
6902104,26,대파,3,1개
6902104,296,청양고추,4,4개
6902104,29,부추,5,1줌
6902104,981,떡볶이떡,6,1+1/2줌
6902104,477,고추장,7,6T
6902104,224,고추가루,8,5T
6902104,580,올리고당,9,4T
6902104,383,간장,10,4+1/2T
6902104,341,들깨가루,11,2T
6902104,233,다진마늘,12,2T
6902104,293,맛술,13,4T
6902104,225,후추가루,14,소량
6902104,666,참기름,15,1T
6902104,291,깨,16,약간
6902107,14,깻잎,1,50장
6902107,383,간장,2,7큰술
6902107,226,설탕,3,2큰술
6902107,852,매실액,4,2큰술
6902107,224,고춧가루,5,2큰술
6902107,231,식초,6,2큰술
6902107,26,대파,7,약간
6902107,33,홍고추,8,약간
6902107,547,통깨,9,약간
6902125,474,카레가루,1,3.5큰술
6902125,218,우유,2,200ml
6902125,219,달걀,3,1개
6902125,2,양파,4,1/2개
6902125,634,통조림 햄 제일 작은거,5,1/2통
6902200,552,사각어묵,1,1봉지
6902200,296,청양고추,2,1개
6902200,383,간장,3,3T
6902200,1005,물,4,3T
6902200,226,설탕,5,1T
6902200,666,참기름,6,1T
6902200,227,꿀,7,1T
6902200,547,통깨,8,0.5T
6902206,499,소고기(척아이롤),1,400g
6902206,221,메추리알,2,1판
6902206,28,통마늘,3,10개
6902206,2,양파,4,1/2개
6902206,26,대파,5,2개(10cm)
6902206,866,통후추,6,10개
6902206,27,생강,7,1톨(5g)
6902206,383,간장,8,1/3종이컵(80g)
6902206,293,맛술,9,1/3종이컵(80g)
6902206,226,설탕,10,1숟가락
6902206,580,올리고당,11,2숟가락
6902206,614,월계수잎,12,1장
6902207,972,대패삼겹살,1,200g
6902207,2,양파,2,1/2개
6902207,219,달걀 노른자,3,1개
6902207,226,설탕,4,1큰술
6902207,383,간장,5,1.5큰술
6902207,293,맛술,6,1큰술
6902207,226,설탕,7,1큰술
6902207,233,다진마늘,8,1작은술
